backbone,batch_size,categorical_features,categorical_targets,continuous_features,continuous_targets,device,embedding_size,epochs,fine_tuning,freeze_layers,grad_clip,hidden_size,log,lora_alpha,lr,model,n_layers,r,rnn_type,seed,strategy,total_params,trainable_params,weight_decay,id,name,best_train_next_remaining_time_loss,_runtime,train_next_activity_acc,best_train_next_activity_loss,train_next_time_to_next_event_loss,_timestamp,_wandb.runtime,train_next_activity_loss,best_train_next_time_to_next_event_loss,_step,best_test_next_remaining_time_loss,test_next_activity_acc,train_next_remaining_time_loss,best_train_next_activity_acc,test_next_remaining_time_loss,test_next_time_to_next_event_loss,best_test_next_activity_acc,test_next_activity_loss,best_test_next_activity_loss,best_test_next_time_to_next_event_loss
rnn,32,['activity'],['activity'],"['accumulated_time', 'day_of_month', 'day_of_week', 'day_of_year', 'hour_of_day', 'min_of_hour', 'month_of_year', 'sec_of_min', 'secs_within_day', 'week_of_year']","['remaining_time', 'time_to_next_event']",cuda,32,25,,,5,128,BPI20PrepaidTravelCosts,,0.0005,nep,1,,lstm,41,sum,89538,89538,0.01,a2a4re0p,logical-leaf-633,0.587656722443827,11.411245712,0.8662921348314607,0.42299747931376824,0.6169441850890828,1764080738.740306,11,0.42299747931376824,0.6169441850890828,24,0.952459346469086,0.7899009900990099,0.587656722443827,0.8662921348314607,1.0666999550621108,1.213997184545687,0.7899009900990099,0.6425767031282481,0.6425767031282481,1.116783207902814
rnn,32,['activity'],['activity'],"['accumulated_time', 'day_of_month', 'day_of_week', 'day_of_year', 'hour_of_day', 'min_of_hour', 'month_of_year', 'sec_of_min', 'secs_within_day', 'week_of_year']","['remaining_time', 'time_to_next_event']",cuda,32,25,,,5,128,BPI20PrepaidTravelCosts,,0.0005,nep,1,,lstm,42,sum,89538,89538,0.01,0ak2iei3,lively-breeze-634,0.5886854648590087,11.263690385,0.8660112359550561,0.445845959338356,0.6093895972891247,1764080758.462603,11,0.445845959338356,0.6093895972891247,24,0.9049121831195188,0.7677227722772277,0.5886854648590087,0.8660112359550561,1.0512630339896325,1.1699165686050264,0.7677227722772277,0.6994810764388283,0.6994810764388283,1.1406505464799332
rnn,32,['activity'],['activity'],"['accumulated_time', 'day_of_month', 'day_of_week', 'day_of_year', 'hour_of_day', 'min_of_hour', 'month_of_year', 'sec_of_min', 'secs_within_day', 'week_of_year']","['remaining_time', 'time_to_next_event']",cuda,32,25,,,5,128,BPI20PrepaidTravelCosts,,0.0005,nep,1,,lstm,43,sum,89538,89538,0.01,lw195nou,ruby-dream-635,0.5938619951183877,11.319666876,0.874438202247191,0.41708568187242145,0.6140949754679248,1764080778.2209997,11,0.41708568187242145,0.6140949754679248,24,0.9257332167294946,0.7754455445544555,0.5938619951183877,0.874438202247191,1.1088023484107292,1.2426497346103782,0.7754455445544555,0.6578735110783341,0.6578735110783341,1.1053396839670615
rnn,32,['activity'],['activity'],"['accumulated_time', 'day_of_month', 'day_of_week', 'day_of_year', 'hour_of_day', 'min_of_hour', 'month_of_year', 'sec_of_min', 'secs_within_day', 'week_of_year']","['remaining_time', 'time_to_next_event']",cuda,32,25,,,5,128,BPI20PrepaidTravelCosts,,0.0005,nep,1,,lstm,44,sum,89538,89538,0.01,ebqftvek,ethereal-durian-636,0.5841334749250376,11.477713996,0.8686329588014982,0.4222745245315609,0.6129689650589161,1764080798.3433154,11,0.4222745245315609,0.6129689650589161,24,0.921045182483031,0.7883168316831684,0.5841334749250376,0.8686329588014982,1.0843454759427815,1.1776736588053185,0.7887128712871287,0.6805712903372132,0.6805712903372132,1.1232491435626946
rnn,32,['activity'],['activity'],"['accumulated_time', 'day_of_month', 'day_of_week', 'day_of_year', 'hour_of_day', 'min_of_hour', 'month_of_year', 'sec_of_min', 'secs_within_day', 'week_of_year']","['remaining_time', 'time_to_next_event']",cuda,32,25,,,5,128,BPI20PrepaidTravelCosts,,0.0005,nep,1,,lstm,45,sum,89538,89538,0.01,l8twjfuz,logical-blaze-637,0.5877541934952754,11.526349763,0.8678838951310861,0.4308080069581221,0.612222630432929,1764080818.3371418,11,0.4308080069581221,0.612222630432929,24,0.8916649612577835,0.787920792079208,0.5877541934952754,0.8678838951310861,1.092055651220945,1.2073187373888374,0.787920792079208,0.6762404874763867,0.6762404874763867,1.1485043480372663
rnn,32,['activity'],['activity'],"['accumulated_time', 'day_of_month', 'day_of_week', 'day_of_year', 'hour_of_day', 'min_of_hour', 'month_of_year', 'sec_of_min', 'secs_within_day', 'week_of_year']","['remaining_time', 'time_to_next_event']",cuda,32,25,,,5,128,BPI20TravelPermitData,,0.0005,nep,1,,lstm,41,sum,92919,92919,0.01,xeugvoh2,breezy-thunder-638,0.47634617009018226,41.979794233,0.8381973090712826,0.5116145690132058,0.6384941451675178,1764080871.117449,41,0.5116145690132058,0.6384941451675178,24,0.7902206663512712,0.7186477307811053,0.47634617009018226,0.8381973090712826,0.959683975167906,0.9793967505817466,0.7186477307811053,0.8495748055279347,0.8492705667559914,0.8913970947265625
rnn,32,['activity'],['activity'],"['accumulated_time', 'day_of_month', 'day_of_week', 'day_of_year', 'hour_of_day', 'min_of_hour', 'month_of_year', 'sec_of_min', 'secs_within_day', 'week_of_year']","['remaining_time', 'time_to_next_event']",cuda,32,25,,,5,128,BPI20TravelPermitData,,0.0005,nep,1,,lstm,42,sum,92919,92919,0.01,hg1zuno3,hearty-snowflake-639,0.4768178376490068,42.221441571,0.8377539612167008,0.5042745458661069,0.6376413799544575,1764080924.1544578,42,0.5042745458661069,0.6376413799544575,24,0.7746287596450245,0.7113615313368323,0.4768178376490068,0.8377539612167008,0.888782685183566,0.9135789607991108,0.7113615313368323,0.928913200545657,0.9174362587759473,0.8795792184224943
rnn,32,['activity'],['activity'],"['accumulated_time', 'day_of_month', 'day_of_week', 'day_of_year', 'hour_of_day', 'min_of_hour', 'month_of_year', 'sec_of_min', 'secs_within_day', 'week_of_year']","['remaining_time', 'time_to_next_event']",cuda,32,25,,,5,128,BPI20TravelPermitData,,0.0005,nep,1,,lstm,43,sum,92919,92919,0.01,16mjxkrt,zany-terrain-640,0.4789079223989296,41.468138411,0.8363853656656001,0.5095154823924716,0.6386353198498197,1764080976.7055483,41,0.5095154823924716,0.6386353198498197,24,0.7902756990419195,0.71954306884841,0.4789079223989296,0.8363853656656001,0.8884528520188975,0.9399901385070292,0.71954306884841,0.8812397612064994,0.8812397612064994,0.869849348877933
rnn,32,['activity'],['activity'],"['accumulated_time', 'day_of_month', 'day_of_week', 'day_of_year', 'hour_of_day', 'min_of_hour', 'month_of_year', 'sec_of_min', 'secs_within_day', 'week_of_year']","['remaining_time', 'time_to_next_event']",cuda,32,25,,,5,128,BPI20TravelPermitData,,0.0005,nep,1,,lstm,44,sum,92919,92919,0.01,hb3enohw,electric-durian-641,0.4761299146683619,42.135409132,0.8388719688499943,0.5113060979653059,0.6379010568785913,1764081029.448572,42,0.5113060979653059,0.6379010568785913,24,0.7932539993761939,0.7180611299783884,0.4761299146683619,0.8388719688499943,0.9143462689580208,0.9414666317465424,0.7180611299783884,0.931277040420914,0.9294650952585616,0.8773729188311943
rnn,32,['activity'],['activity'],"['accumulated_time', 'day_of_month', 'day_of_week', 'day_of_year', 'hour_of_day', 'min_of_hour', 'month_of_year', 'sec_of_min', 'secs_within_day', 'week_of_year']","['remaining_time', 'time_to_next_event']",cuda,32,25,,,5,128,BPI20TravelPermitData,,0.0005,nep,1,,lstm,45,sum,92919,92919,0.01,v8plh8wv,trim-terrain-642,0.4746544381795399,41.965732662,0.8385057249701222,0.5059779098900756,0.6374499700666784,1764081082.4838252,41,0.5059779098900756,0.6374499700666784,24,0.7841640146178351,0.7302871256560667,0.4746544381795399,0.8385057249701222,0.9563695899937468,0.9662912988854102,0.7302871256560667,0.8698612426305561,0.8698612426305561,0.8808225725344133
rnn,32,['activity'],['activity'],"['accumulated_time', 'day_of_month', 'day_of_week', 'day_of_year', 'hour_of_day', 'min_of_hour', 'month_of_year', 'sec_of_min', 'secs_within_day', 'week_of_year']","['remaining_time', 'time_to_next_event']",cuda,32,25,,,5,128,BPI20RequestForPayment,,0.0005,nep,1,,lstm,41,sum,87445,87445,0.01,ogwbsgov,cool-frog-643,0.5606875475039012,33.559800453,0.8762806715454154,0.35788199342225985,0.6737527647769713,1764081125.8749046,33,0.35788199342225985,0.6737527647769713,24,0.6573160593693542,0.8231785257775884,0.5606875475039012,0.8762806715454154,0.6584900373966243,0.7440104398549983,0.8929129385030535,0.4303972482376522,0.30921344394085165,0.7305209395933212
rnn,32,['activity'],['activity'],"['accumulated_time', 'day_of_month', 'day_of_week', 'day_of_year', 'hour_of_day', 'min_of_hour', 'month_of_year', 'sec_of_min', 'secs_within_day', 'week_of_year']","['remaining_time', 'time_to_next_event']",cuda,32,25,,,5,128,BPI20RequestForPayment,,0.0005,nep,1,,lstm,42,sum,87445,87445,0.01,1dyt9dsd,major-surf-644,0.5644853249532212,29.66156912,0.8777012483857082,0.35887536349811794,0.6781399484241106,1764081165.1779597,29,0.35887536349811794,0.6781399484241106,21,0.6470889393671418,0.8474648487430763,0.5644853249532212,0.8777012483857082,0.6504555992605402,0.740408616485184,0.8922028121005539,0.40414985853947455,0.30989432175751014,0.7298296453126231
rnn,32,['activity'],['activity'],"['accumulated_time', 'day_of_month', 'day_of_week', 'day_of_year', 'hour_of_day', 'min_of_hour', 'month_of_year', 'sec_of_min', 'secs_within_day', 'week_of_year']","['remaining_time', 'time_to_next_event']",cuda,32,25,,,5,128,BPI20RequestForPayment,,0.0005,nep,1,,lstm,43,sum,87445,87445,0.01,dxsszrq6,snowy-star-645,0.5607118453848121,33.673726209,0.8780886784330607,0.3580127236558813,0.6735338540309163,1764081208.55592,33,0.3580127236558813,0.6735338540309163,24,0.6634730843044346,0.8075557449225962,0.5607118453848121,0.8781317262160999,0.6648495280933963,0.7555264513730631,0.8909245845760545,0.47168759970549173,0.35197366596097857,0.7375644006066796
rnn,32,['activity'],['activity'],"['accumulated_time', 'day_of_month', 'day_of_week', 'day_of_year', 'hour_of_day', 'min_of_hour', 'month_of_year', 'sec_of_min', 'secs_within_day', 'week_of_year']","['remaining_time', 'time_to_next_event']",cuda,32,25,,,5,128,BPI20RequestForPayment,,0.0005,nep,1,,lstm,44,sum,87445,87445,0.01,cz315us2,confused-sea-646,0.5663795962192044,29.839477788,0.8776151528196298,0.3583971516202351,0.6787969563780188,1764081247.9579988,29,0.3583971516202351,0.6787969563780188,21,0.6615368729710427,0.8437721914500781,0.5663795962192044,0.8777873439517865,0.664523245918871,0.7460645993415173,0.8907825592955546,0.4044980890387552,0.33476629448180817,0.7382330158321954
rnn,32,['activity'],['activity'],"['accumulated_time', 'day_of_month', 'day_of_week', 'day_of_year', 'hour_of_day', 'min_of_hour', 'month_of_year', 'sec_of_min', 'secs_within_day', 'week_of_year']","['remaining_time', 'time_to_next_event']",cuda,32,25,,,5,128,BPI20RequestForPayment,,0.0005,nep,1,,lstm,45,sum,87445,87445,0.01,v58yijhm,smart-plant-647,0.5615025053545672,31.840217527,0.8762376237623762,0.363468985654032,0.672318585412645,1764081289.4990687,31,0.363468985654032,0.672318585412645,22,0.6437228187514442,0.8491691521090754,0.5615025053545672,0.8762376237623762,0.6497898330710148,0.7450712215086053,0.8919187615395541,0.39140318036333366,0.3004969531984225,0.730238126736611
rnn,32,['activity'],['activity'],"['accumulated_time', 'day_of_month', 'day_of_week', 'day_of_year', 'hour_of_day', 'min_of_hour', 'month_of_year', 'sec_of_min', 'secs_within_day', 'week_of_year']","['remaining_time', 'time_to_next_event']",cuda,32,25,,,5,256,BPI12,,0.0005,nep,1,,lstm,41,sum,307229,307229,0.01,p6esgkhs,serene-puddle-648,0.6039803554937392,67.820305532,0.8550269681656543,0.3471209275185613,0.5520171628631709,1764081369.8628953,67,0.3471209275185613,0.5520171628631709,24,2.1801169055647462,0.8126608521589934,0.6039803554937392,0.8550269681656543,2.6609351930531018,1.333702622548764,0.8126608521589934,0.5382537766460149,0.5382537766460149,1.2651000133762709
rnn,32,['activity'],['activity'],"['accumulated_time', 'day_of_month', 'day_of_week', 'day_of_year', 'hour_of_day', 'min_of_hour', 'month_of_year', 'sec_of_min', 'secs_within_day', 'week_of_year']","['remaining_time', 'time_to_next_event']",cuda,32,25,,,5,256,BPI12,,0.0005,nep,1,,lstm,42,sum,307229,307229,0.01,frk8fcfw,youthful-bee-649,0.5929076409584518,68.409453975,0.8568135027989042,0.3428833196752723,0.5538163848361128,1764081451.002462,68,0.3428833196752723,0.5538163848361128,24,2.1096290659232926,0.8010258793251358,0.5929076409584518,0.8568135027989042,2.5691282534585667,1.2567374086529997,0.8010258793251358,0.5766004002840818,0.5766004002840818,1.2494936128633514
rnn,32,['activity'],['activity'],"['accumulated_time', 'day_of_month', 'day_of_week', 'day_of_year', 'hour_of_day', 'min_of_hour', 'month_of_year', 'sec_of_min', 'secs_within_day', 'week_of_year']","['remaining_time', 'time_to_next_event']",cuda,32,25,,,5,256,BPI12,,0.0005,nep,1,,lstm,43,sum,307229,307229,0.01,imuupvm4,tough-universe-650,0.5887030575952995,67.656145418,0.8565327616422507,0.3437022551268711,0.54188382182523,1764081531.343152,67,0.3437022551268711,0.54188382182523,24,2.115839016447757,0.7848870460394624,0.5887030575952995,0.8565667908733602,2.561039462911425,1.2943668132650534,0.8211681441235344,0.6274892516841131,0.5305391319281447,1.2715902182078886
rnn,32,['activity'],['activity'],"['accumulated_time', 'day_of_month', 'day_of_week', 'day_of_year', 'hour_of_day', 'min_of_hour', 'month_of_year', 'sec_of_min', 'secs_within_day', 'week_of_year']","['remaining_time', 'time_to_next_event']",cuda,32,25,,,5,256,BPI12,,0.0005,nep,1,,lstm,44,sum,307229,307229,0.01,qo5udvek,flowing-haze-651,0.5954679501567194,68.172636823,0.8559372500978341,0.3455673186002143,0.5606850134065391,1764081612.0676217,68,0.3455673186002143,0.5606850134065391,24,1.7595856802051737,0.7952709465255934,0.5954679501567194,0.8559372500978341,2.7198883042459596,1.3251133584485315,0.7952709465255934,0.6026325433773077,0.6026325433773077,1.2816576182518409
rnn,32,['activity'],['activity'],"['accumulated_time', 'day_of_month', 'day_of_week', 'day_of_year', 'hour_of_day', 'min_of_hour', 'month_of_year', 'sec_of_min', 'secs_within_day', 'week_of_year']","['remaining_time', 'time_to_next_event']",cuda,32,25,,,5,256,BPI12,,0.0005,nep,1,,lstm,45,sum,307229,307229,0.01,cryk90k7,magic-aardvark-652,0.598244336671511,68.838769101,0.8560903816378269,0.3452435434194192,0.5650010624509981,1764081693.589754,68,0.3452435434194192,0.5650010624509981,24,2.2331446824941015,0.6868029739776952,0.598244336671511,0.8560903816378269,2.7988396673022526,1.3486849320831389,0.8046182442093223,0.9649766624604492,0.5852260933216893,1.2814708663662535
rnn,32,['activity'],['activity'],"['accumulated_time', 'day_of_month', 'day_of_week', 'day_of_year', 'hour_of_day', 'min_of_hour', 'month_of_year', 'sec_of_min', 'secs_within_day', 'week_of_year']","['remaining_time', 'time_to_next_event']",cuda,32,25,,,5,256,BPI17,,0.0005,nep,1,,lstm,41,sum,307518,307518,0.01,jbmlzvho,devout-sun-653,0.5113499179431256,158.712788902,0.8922213576666431,0.2839761983876244,0.5016774596295778,1764081875.5836134,158,0.2839761983876244,0.5016774596295778,16,1.015788951181969,0.8632910791435218,0.5113499179431256,0.8922213576666431,1.1942629110701484,0.9358049829521984,0.8670383407600328,0.3517058561995707,0.3504976716338681,0.7701150088734845
rnn,32,['activity'],['activity'],"['accumulated_time', 'day_of_month', 'day_of_week', 'day_of_year', 'hour_of_day', 'min_of_hour', 'month_of_year', 'sec_of_min', 'secs_within_day', 'week_of_year']","['remaining_time', 'time_to_next_event']",cuda,32,25,,,5,256,BPI17,,0.0005,nep,1,,lstm,42,sum,307518,307518,0.01,yze1hxqs,fiery-eon-654,0.5112422723462514,158.293112236,0.8920463782360336,0.283355025154499,0.4995955251506536,1764082057.147121,158,0.283355025154499,0.4995955251506536,16,0.9210579172578724,0.8706058694664306,0.5112422723462514,0.8920463782360336,1.1287987936253023,0.93436036192814,0.8712468038062683,0.3464955371879949,0.34433913687710915,0.7783972823438168
rnn,32,['activity'],['activity'],"['accumulated_time', 'day_of_month', 'day_of_week', 'day_of_year', 'hour_of_day', 'min_of_hour', 'month_of_year', 'sec_of_min', 'secs_within_day', 'week_of_year']","['remaining_time', 'time_to_next_event']",cuda,32,25,,,5,256,BPI17,,0.0005,nep,1,,lstm,43,sum,307518,307518,0.01,13nhycqw,worthy-firefly-655,0.5094158998846093,168.291745941,0.8927984174909935,0.2820106158370484,0.496579996578155,1764082248.6765523,168,0.2820106158370484,0.496579996578155,17,0.7877729676185887,0.8752890986903236,0.5094158998846093,0.8927984174909935,1.119407179044486,0.9373379240715752,0.8752890986903236,0.3339321837547254,0.32875714527899347,0.7552567189109158
rnn,32,['activity'],['activity'],"['accumulated_time', 'day_of_month', 'day_of_week', 'day_of_year', 'hour_of_day', 'min_of_hour', 'month_of_year', 'sec_of_min', 'secs_within_day', 'week_of_year']","['remaining_time', 'time_to_next_event']",cuda,32,25,,,5,256,BPI17,,0.0005,nep,1,,lstm,44,sum,307518,307518,0.01,1m1rwfqj,amber-planet-656,0.5117433483020829,155.995087147,0.8916070681762055,0.28457664493277657,0.5043370307609001,1764082428.0371587,155,0.28457664493277657,0.5043370307609001,16,0.8968827601965706,0.8680082202372474,0.5117433483020829,0.8916070681762055,1.1429487096662685,0.95635501494361,0.8723489395758304,0.34086755812626957,0.3352739683375005,0.7623419817187005
rnn,32,['activity'],['activity'],"['accumulated_time', 'day_of_month', 'day_of_week', 'day_of_year', 'hour_of_day', 'min_of_hour', 'month_of_year', 'sec_of_min', 'secs_within_day', 'week_of_year']","['remaining_time', 'time_to_next_event']",cuda,32,25,,,5,256,BPI17,,0.0005,nep,1,,lstm,45,sum,307518,307518,0.01,27cyazfn,absurd-sound-657,0.5116009310817728,155.895467416,0.8916505027866405,0.2850346255353231,0.4973851118908892,1764082607.1297278,155,0.2850346255353231,0.4973851118908892,16,0.9100734596258392,0.8731831715737143,0.5116009310817728,0.8916505027866405,1.1467668403431288,0.9289268690129654,0.8745972965457369,0.34372656181447686,0.33463878136000164,0.7672207631480161
rnn,32,['activity'],['activity'],"['accumulated_time', 'day_of_month', 'day_of_week', 'day_of_year', 'hour_of_day', 'min_of_hour', 'month_of_year', 'sec_of_min', 'secs_within_day', 'week_of_year']","['remaining_time', 'time_to_next_event']",cuda,32,25,,,5,256,BPI20PrepaidTravelCosts,,0.0005,nep,1,,lstm,41,sum,308674,308674,0.01,vxgucc4k,dandy-water-658,0.6116686000359639,11.161607067,0.8705056179775281,0.4021013924245084,0.5899375488695581,1764082627.3169727,11,0.4021013924245084,0.5899375488695581,24,0.9466193472984994,0.7661386138613862,0.6444179552771179,0.8710674157303371,1.0489078272451269,1.1980365620981348,0.7784158415841584,0.7283619898144561,0.693498586239201,1.1694358129784612
rnn,32,['activity'],['activity'],"['accumulated_time', 'day_of_month', 'day_of_week', 'day_of_year', 'hour_of_day', 'min_of_hour', 'month_of_year', 'sec_of_min', 'secs_within_day', 'week_of_year']","['remaining_time', 'time_to_next_event']",cuda,32,25,,,5,256,BPI20PrepaidTravelCosts,,0.0005,nep,1,,lstm,42,sum,308674,308674,0.01,961um7me,tough-snowflake-659,0.6062022222561783,11.124711245,0.8715355805243445,0.4009445479746615,0.6215015726589531,1764082647.0014966,11,0.40339242599430153,0.6137951158852166,24,0.9518896576909736,0.7756435643564357,0.6269272778364603,0.8728464419475656,1.0591886359866305,1.19819896962383,0.7801980198019802,0.7147378253464651,0.6904599011770569,1.1744647537835753
